num_nodes,name
1488,cjpeg-rose7-preset.ir.ll
427,core.ir.ll
306,linear_alg-mid-100x100-sp.ir.ll
746,loops-all-mid-10k-sp.ir.ll
268,nnet_test.ir.ll
905,parser-125k.ir.ll
152,radix2-big-64k.ir.ll
107,sha-test.ir.ll
2743,zip-test.ir.ll
7142,total
